ETF,DEA_Score,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity
FHLC,0.3858,0.25013557844560613,0.16171428571428578,0.28289278905726184,0.3932790224032586,0.1768778371245146,0.1
IYJ,0.3792,0.3289873181798792,0.5000000000000003,0.5219639768844646,0.2690427698574338,0.12052544023452919,0.22740254939277355
JHMM,0.3788,0.36507444625263274,0.5342857142857147,0.47476866723852995,0.29348268839103875,0.24631278776305782,0.910156496022564
MDYG,0.3774,0.4526844056489114,0.23714285714285727,0.4704515216529598,0.2425661914460285,0.17056626603110034,0.6278844968988321
FNDA,0.3762,0.4785309751040207,0.35142857142857165,0.4328827614016425,0.3464358452138493,0.3601727361807627,0.9574010433068171
IJJ,0.3761,0.40763424084541383,0.2714285714285716,0.41133540810121894,0.46048879837067214,0.28660402556991027,0.7918356449470816
XSMO,0.3621,0.4811454388099662,0.4771428571428574,0.6321594605867451,0.22423625254582485,0.18197321150476703,0.8026301737475526
IJK,0.3615,0.45707409701479385,0.2600000000000002,0.4709174992717198,0.2262729124236253,0.33269821559910573,0.658974218546764
ICF,0.3603,0.3068730129099667,0.4314285714285717,0.29412284966937674,0.6437881873727087,0.1409280574892438,0.1
MDY,0.3602,0.4238958896194427,0.32857142857142885,0.43697788235709767,0.33625254582484726,0.4943306825608394,0.8229253665950135
IYR,0.3585,0.3104343718245596,0.5000000000000003,0.2887120272021288,0.584725050916497,0.5378477049766538,0.1058901652587045
XMHQ,0.3513,0.4421021247091588,0.35142857142857165,0.5126526476437142,0.22219959266802447,0.25293398806235406,0.7615961772800087
SLYG,0.344,0.5049456551393632,0.23714285714285727,0.40650294609019655,0.2629327902240326,0.21996104248668066,0.783308460095568
IJS,0.3414,0.5491019536721444,0.2714285714285716,0.38809408910436216,0.3912423625254583,0.3052874971854992,0.8853882278844969
DES,0.3239,0.46302692683112334,0.5000000000000003,0.41793310297389663,0.6173116089613035,0.14337621643610787,0.813720443063105
RPG,0.3238,0.48198349095767,0.46571428571428597,0.559732833407367,0.14480651731160898,0.16838412091855653,0.658974218546764
ARKQ,0.3236,0.7246502157442334,0.9228571428571435,0.9608710370392819,0.15498981670061102,0.15486260365453114,0.3374180210030533
RSPT,0.3233,0.531695538110049,0.5228571428571432,0.6213021820696382,0.1773930753564155,0.2808240410982623,0.12464504292344976
IWN,0.3198,0.5064261396564718,0.3400000000000002,0.4857931494894272,0.4319755600814664,0.4409246027289568,0.835716143872284
IWP,0.319,0.4597842512629654,0.32857142857142885,0.458371737147812,0.17331975560081467,0.46282876319667227,0.7232977805769679
PSI,0.3185,0.986948272876332,0.7057142857142863,0.9940733128983366,0.11629327902240327,0.15493559706991833,0.1
IJT,0.3141,0.5056153968615484,0.2714285714285716,0.4079145841705576,0.275152749490835,0.26338510594339004,0.789309528047428
PRFZ,0.3077,0.4994686330177591,0.45428571428571474,0.4746699896251454,0.29348268839103875,0.1665465530282089,0.8607308624395853
MOAT,0.3057,0.3453099804252632,0.5914285714285719,0.4084271595511936,0.39531568228105907,0.398585716523671,0.6960403631036324
ARKW,0.2979,0.8832460281991328,0.934285714285715,0.9835394776695455,0.4971486761710795,0.147617013046965,0.3220025466544354
XBI,0.2978,0.7039436312175116,0.46571428571428597,0.6353144031702317,0.17128309572301426,0.6557538842524635,0.12464504292344976
SPGP,0.2865,0.3963843113774912,0.4771428571428574,0.3738433971047562,0.29959266802443996,0.16175785026309691,0.6944754028779933
KRE,0.2839,0.6827912746349214,0.46571428571428597,0.5936834145012541,0.5928716904276986,0.6297002023214873,0.12464504292344976
FDN,0.2801,0.4987751480144904,0.6257142857142861,0.5680546454694566,0.1,0.27954732055375003,0.31890959376754247
SSO,0.2786,0.7730320395514976,1.0,0.8894997121141544,0.2670061099796334,0.5842050039719595,0.5271848515136165
QLD,0.2745,1.0,1.0,1.0,0.13869653767820775,0.6680761449521349,0.3243191806892397
FAS,0.2745,1.0,1.0,1.0,1.0,0.217927334895679,0.1038569492175199
SPXL,0.2745,1.0,1.0,1.0,0.2629327902240326,0.5576210293255615,0.5305612223941291
TECL,0.2745,1.0,1.0,1.0,1.0,0.4236370409227833,0.1
IWO,0.2738,0.5576679779541369,0.3400000000000002,0.44851219894381456,0.19775967413441956,0.3809907387355007,0.670754549064173
CIBR,0.2679,0.4464280682858603,0.728571428571429,0.5014198459867831,0.2323828920570265,0.4044309572963749,0.1165984364089434
