ETF,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity,Out_Sentiment
URTH,0.2574665830096041,0.3400000000000002,0.5834620583815137,0.41160896130346236,0.29522853594959736,0.6733176335282118,0.5836292616879926
GUNR,0.33345954729869004,0.5914285714285719,0.467060849215277,0.5541751527494908,0.32622245290244,,0.9072802297436339
XLRE,0.30048215821823976,0.1571428571428572,0.2953755071503962,0.7985743380855398,0.5888512885153108,0.1,0.1
VIS,0.3605741012165036,0.16857142857142865,0.645708445113395,0.2975560081466395,0.2617358216586143,0.12464504292344976,0.5201903605459904
COPX,0.9351145889038746,0.8085714285714292,0.8914951927403735,0.6274949083503055,0.41311336949774224,,0.59442033521294
IJS,0.5491019536721444,0.2714285714285716,0.38809408910436216,0.3912423625254583,0.3052874971854992,0.8853882278844969,0.9351331529842227
SPLV,0.10480668937857747,0.35142857142857165,0.3263465725290357,0.5317718940936864,0.44122201906644365,0.6600216328710106,0.1176788693346515
XLB,0.3927186242858486,0.1571428571428572,0.37595126056844097,0.45641547861507137,0.6728226360453458,0.1,0.1
FDL,0.17700312300592588,0.5571428571428576,0.6079066960526976,0.835234215885947,0.3403856643395987,0.5686254911893972,0.4453607743370559
VONE,0.30047141072628747,0.1342857142857143,0.6100748625023396,0.33217922606924644,0.2653168865451251,0.7432972329093473,0.6450875105106638
SPYD,0.25444232275440937,0.14571428571428577,0.42127991869451964,0.9900203665987781,0.3792244030590745,0.8834905595793913,0.11547771470633275
HEFA,0.20174202551603934,0.46571428571428597,0.5826424859814594,0.7639511201629328,0.3607610020757411,,0.33042684712323467
URA,0.9491399492834949,0.8542857142857149,1.0,0.9961303462321793,0.48403301070940524,,0.7987253956442198
IJT,0.5056153968615484,0.2714285714285716,0.4079145841705576,0.275152749490835,0.26338510594339004,0.789309528047428,0.9684870285648277
IXN,0.5304886117100369,0.5114285714285718,0.7554845489587915,0.16924643584521387,0.3070777345735617,0.1,0.4798365037704069
MCHI,0.603347308780416,0.7400000000000005,0.30143321619427554,0.5623217922606926,0.48511642513222764,,0.48303765571229396
XMMO,0.466816523047309,0.46571428571428597,0.8020686056107057,0.24460285132382895,0.28263027903816196,0.49610745238714626,0.3509993257056585
INDA,0.3331678058503905,0.7628571428571433,0.2871907473291183,0.1,0.5383687927592389,,0.7415882183854009
KWEB,0.8150962182852064,0.8657142857142863,0.1305866338431626,1.0,0.6789404446231215,,0.46878430909007884
DXJ,0.4341347253057224,0.6142857142857147,1.0,0.3464358452138493,0.32013607673034095,,0.24695124932503407
VOOV,0.24360767549074042,0.14571428571428577,0.49256078914071144,0.46659877800407334,0.24287948169822005,1.0,0.3216202943791791
XAR,0.43062743728337394,0.46571428571428597,0.9436298651451636,0.17128309572301426,0.2459212696210259,0.12464504292344976,0.7824082247791083
FXI,0.6625881536675837,0.9000000000000007,0.371905478419678,0.6274949083503055,0.6665151182965343,,0.4856275907275126
ARKK,0.9741776532024964,0.9228571428571435,0.6381897591824622,0.1,0.6733678115673168,0.4853622136725222,0.20558385562041798
SSO,0.7730320395514976,1.0,0.8894997121141544,0.2670061099796334,0.5842050039719595,0.5271848515136165,0.10851061543462433
VCR,0.5205389235740024,0.16857142857142865,0.4810758113606868,0.2629327902240326,0.23614374525112347,0.10161425031148597,0.29664937500167904
